assembly,mag,reference,Ref_name,ANI,Align_fraction_ref,Align_fraction_query,recovered
SR (megahit),SemiBin_3_28,MGYG000002282,MGYG000002282_1,99.98,87.0,98.49,True
SR (megahit),SemiBin_3_29,MGYG000002136,MGYG000002136_1,99.98,88.37,97.26,True
SR (megahit),SemiBin_40,MGYG000003189,MGYG000003189_1,99.98,93.61,98.17,True
SR (megahit),SemiBin_402,MGYG000001959,MGYG000001959_1,99.97,99.33,100.0,True
SR (megahit),SemiBin_403_1,MGYG000004379,MGYG000004379_1,99.97,99.3,99.76,True
SR (megahit),SemiBin_404_1,MGYG000000683,MGYG000000683_1,99.94,99.59,100.0,True
SR (megahit),SemiBin_40_29,MGYG000000332,MGYG000000332_1,100.0,95.87,98.88,True
SR (megahit),SemiBin_40_6,MGYG000001338,MGYG000001338_1,99.99,83.12,97.22,True
SR (megahit),SemiBin_41,MGYG000003995,MGYG000003995_1,99.92,97.61,99.38,True
SR (megahit),SemiBin_41_24,MGYG000000265,MGYG000000265_1,99.97,93.38,97.75,True
SR (megahit),SemiBin_41_35,MGYG000004165,MGYG000004165_1,99.98,86.75,96.38,True
SR (megahit),SemiBin_41_38,MGYG000001304,MGYG000001304_1,99.97,85.6,98.6,True
SR (megahit),SemiBin_41_8,MGYG000004507,MGYG000004507_1,100.0,98.85,98.71,True
SR (megahit),SemiBin_423,MGYG000002181,MGYG000002181_1,99.99,98.63,99.01,True
SR (megahit),SemiBin_429,MGYG000000929,MGYG000000929_1,99.99,100.0,99.64,True
SR (megahit),SemiBin_42_1,MGYG000002483,MGYG000002483_1,99.95,80.34,98.21,True
SR (megahit),SemiBin_42_11,MGYG000004019,MGYG000004019_1,99.83,97.23,94.39,True
SR (megahit),SemiBin_42_15,MGYG000000076,MGYG000000076_1,99.99,76.8,99.81,True
SR (megahit),SemiBin_42_25,MGYG000000242,MGYG000000242_1,99.98,90.45,99.48,True
SR (megahit),SemiBin_42_36,MGYG000004352,MGYG000004352_1,99.99,99.01,98.75,True
SR (megahit),SemiBin_42_4,MGYG000003820,MGYG000003820_1,99.95,87.68,99.27,True
SR (megahit),SemiBin_436,MGYG000004468,MGYG000004468_1,100.0,100.0,100.0,True
SR (megahit),SemiBin_43_19,MGYG000004517,MGYG000004517_1,99.99,99.77,99.14,True
SR (megahit),SemiBin_43_20,MGYG000004253,MGYG000004253_1,99.97,99.38,99.34,True
SR (megahit),SemiBin_43_22,MGYG000000187,MGYG000000187_1,99.84,85.41,98.26,True
SR (megahit),SemiBin_43_4,MGYG000002538,MGYG000002538_1,99.76,86.0,89.67,True
SR (megahit),SemiBin_447_1,MGYG000004471,MGYG000004471_1,99.99,100.0,100.0,True
SR (megahit),SemiBin_44_12,MGYG000002227,MGYG000002227_1,99.98,99.32,99.69,True
SR (megahit),SemiBin_44_2,MGYG000001963,MGYG000001963_1,99.99,89.89,98.46,True
SR (megahit),SemiBin_44_24,MGYG000002469,MGYG000002469_1,99.82,65.63,93.66,True
SR (megahit),SemiBin_44_30,MGYG000001068,MGYG000001068_1,99.93,76.27,98.26,True
SR (megahit),SemiBin_456,MGYG000002773,MGYG000002773_1,99.99,99.62,99.77,True
SR (megahit),SemiBin_45_15,MGYG000000146,MGYG000000146_1,100.0,75.37,99.25,True
SR (megahit),SemiBin_45_24,MGYG000000561,MGYG000000561_1,99.99,95.49,99.56,True
SR (megahit),SemiBin_45_26,MGYG000004192,MGYG000004192_1,99.93,93.43,97.12,True
SR (megahit),SemiBin_45_6,MGYG000001321,MGYG000001321_1,99.92,94.31,98.79,True
SR (megahit),SemiBin_45_7,MGYG000001300,MGYG000001300_1,99.99,68.17,99.99,True
SR (megahit),SemiBin_467,MGYG000000530,MGYG000000530_1,99.98,99.98,100.0,True
SR (megahit),SemiBin_46_22,MGYG000004017,MGYG000004017_1,99.99,92.9,99.41,True
SR (megahit),SemiBin_473_1,MGYG000001180,MGYG000001180_1,99.99,98.27,99.37,True
SR (megahit),SemiBin_47_13,MGYG000000412,MGYG000000412_1,99.95,99.2,99.58,True
SR (megahit),SemiBin_47_17,MGYG000000567,MGYG000000567_1,99.99,98.99,99.03,True
SR (megahit),SemiBin_47_24,MGYG000001178,MGYG000001178_1,99.97,92.96,99.45,True
SR (megahit),SemiBin_47_30,MGYG000004571,MGYG000004571_1,99.93,96.63,95.07,True
SR (megahit),SemiBin_47_5,MGYG000001396,MGYG000001396_1,99.96,82.6,98.42,True
SR (megahit),SemiBin_47_8,MGYG000004071,MGYG000004071_1,99.99,94.28,98.86,True
SR (megahit),SemiBin_48,MGYG000003682,MGYG000003682_1,99.98,93.37,99.67,True
SR (megahit),SemiBin_48_10,MGYG000002353,MGYG000002353_1,99.99,82.61,99.85,True
SR (megahit),SemiBin_48_20,MGYG000004658,MGYG000004658_1,99.93,86.18,99.82,True
SR (megahit),SemiBin_495,MGYG000001194,MGYG000001194_1,99.98,99.84,99.92,True
SR (megahit),SemiBin_49_10,MGYG000004285,MGYG000004285_1,99.97,89.49,99.19,True
SR (megahit),SemiBin_49_12,MGYG000004143,MGYG000004143_1,99.99,98.7,98.2,True
SR (megahit),SemiBin_49_33,MGYG000003844,MGYG000003844_1,99.97,98.88,99.69,True
SR (megahit),SemiBin_4_1,MGYG000001757,MGYG000001757_1,99.97,76.1,98.06,True
SR (megahit),SemiBin_4_13,MGYG000000427,MGYG000000427_1,99.98,90.63,98.05,True
SR (megahit),SemiBin_4_31,MGYG000000431,MGYG000000431_1,99.97,99.33,99.17,True
SR (megahit),SemiBin_4_9,MGYG000004116,MGYG000004116_1,99.96,66.3,97.96,True
SR (megahit),SemiBin_508,MGYG000000475,MGYG000000475_1,100.0,99.9,99.89,True
SR (megahit),SemiBin_50_17,MGYG000000209,MGYG000000209_1,99.7,92.84,99.05,True
SR (megahit),SemiBin_50_33,MGYG000004723,MGYG000004723_1,99.99,99.28,97.7,True
SR (megahit),SemiBin_51_11,MGYG000004136,MGYG000004136_1,99.92,96.75,99.33,True
SR (megahit),SemiBin_51_18,MGYG000001430,MGYG000001430_1,99.89,89.4,99.66,True
SR (megahit),SemiBin_51_27,MGYG000000358,MGYG000000358_1,99.98,100.0,100.0,True
SR (megahit),SemiBin_51_32,MGYG000000725,MGYG000000725_1,99.91,95.59,99.4,True
SR (megahit),SemiBin_520,MGYG000004409,MGYG000004409_1,99.99,100.0,100.0,True
SR (megahit),SemiBin_521,MGYG000002509,MGYG000002509_1,99.99,99.51,99.59,True
SR (megahit),SemiBin_528,MGYG000004207,MGYG000004207_1,99.98,99.37,99.72,True
SR (megahit),SemiBin_52_11,MGYG000002552,MGYG000002552_1,99.99,95.37,98.64,True
SR (megahit),SemiBin_52_14,MGYG000003004,MGYG000003004_1,100.0,94.81,95.18,True
SR (megahit),SemiBin_52_16,MGYG000000143,MGYG000000143_1,99.98,96.69,99.84,True
SR (megahit),SemiBin_52_19,MGYG000001097,MGYG000001097_1,99.91,93.98,96.5,True
SR (megahit),SemiBin_52_30,MGYG000002040,MGYG000002040_1,99.94,96.44,99.98,True
SR (megahit),SemiBin_52_4,MGYG000004196,MGYG000004196_1,99.89,95.5,99.45,True
SR (megahit),SemiBin_52_5,MGYG000000707,MGYG000000707_1,99.99,92.75,99.28,True
SR (megahit),SemiBin_52_9,MGYG000004160,MGYG000004160_1,99.99,85.63,99.31,True
SR (megahit),SemiBin_533,MGYG000004534,MGYG000004534_1,99.99,99.28,99.77,True
SR (megahit),SemiBin_53_14,MGYG000000362,MGYG000000362_1,99.98,99.2,99.86,True
SR (megahit),SemiBin_53_26,MGYG000002192,MGYG000002192_1,99.98,94.91,93.23,True
SR (megahit),SemiBin_541,MGYG000002955,MGYG000002955_1,99.99,99.96,99.96,True
SR (megahit),SemiBin_542,MGYG000000784,MGYG000000784_1,100.0,99.51,99.99,True
SR (megahit),SemiBin_54_21,MGYG000001313,MGYG000001313_1,99.93,91.1,100.0,True
SR (megahit),SemiBin_54_28,MGYG000001561,MGYG000001561_1,100.0,94.53,99.92,True
SR (megahit),SemiBin_54_31,MGYG000001354,MGYG000001354_1,99.95,77.47,77.25,True
SR (megahit),SemiBin_559,MGYG000004411,MGYG000004411_1,99.96,99.6,100.0,True
SR (megahit),SemiBin_55_15,MGYG000004829,MGYG000004829_1,99.98,89.46,99.89,True
SR (megahit),SemiBin_55_30,MGYG000000297,MGYG000000297_1,99.95,78.35,96.68,True
SR (megahit),SemiBin_56_2,MGYG000000259,MGYG000000259_1,99.91,82.69,95.15,True
SR (megahit),SemiBin_57,MGYG000000026,MGYG000000026_1,99.91,94.35,98.73,True
SR (megahit),SemiBin_57_19,MGYG000000898,MGYG000000898_1,99.96,99.3,99.17,True
SR (megahit),SemiBin_57_22,MGYG000004282,MGYG000004282_1,99.98,97.4,99.86,True
SR (megahit),SemiBin_57_28,MGYG000002279,MGYG000002279_1,99.98,81.71,99.06,True
SR (megahit),SemiBin_58_17,MGYG000001929,MGYG000001929_1,99.99,97.1,98.94,True
SR (megahit),SemiBin_58_26,MGYG000000031,MGYG000000031_1,99.96,80.08,98.36,True
SR (megahit),SemiBin_59_13,MGYG000000941,MGYG000000941_1,99.98,99.68,96.8,True
SR (megahit),SemiBin_5_26,MGYG000001191,MGYG000001191_1,99.97,80.69,98.71,True
SR (megahit),SemiBin_5_29,MGYG000002517,MGYG000002517_1,99.99,84.34,99.22,True
SR (megahit),SemiBin_5_40,MGYG000055572,MGYG000055572_1,99.57,79.78,92.64,True
SR (megahit),SemiBin_60_1,MGYG000004194,MGYG000004194_1,99.99,96.1,99.91,True
SR (megahit),SemiBin_60_9,MGYG000004389,MGYG000004389_1,99.98,97.96,99.75,True
SR (megahit),SemiBin_61_14,MGYG000004431,MGYG000004431_1,99.96,96.0,99.27,True
SR (megahit),SemiBin_61_17,MGYG000002347,MGYG000002347_1,100.0,93.84,97.9,True
SR (megahit),SemiBin_61_21,MGYG000002295,MGYG000002295_1,99.97,76.76,98.04,True
SR (megahit),SemiBin_61_27,MGYG000004252,MGYG000004252_1,99.96,84.67,98.56,True
SR (megahit),SemiBin_61_28,MGYG000000729,MGYG000000729_1,99.97,87.83,98.82,True
SR (megahit),SemiBin_61_31,MGYG000002540,MGYG000002540_1,99.98,95.2,99.09,True
SR (megahit),SemiBin_61_4,MGYG000003980,MGYG000003980_1,99.97,99.8,96.82,True
SR (megahit),SemiBin_61_5,MGYG000004234,MGYG000004234_1,99.95,98.32,98.59,True
SR (megahit),SemiBin_61_8,MGYG000004565,MGYG000004565_1,99.99,92.47,98.56,True
SR (megahit),SemiBin_62_10,MGYG000001500,MGYG000001500_1,99.97,83.1,99.85,True
SR (megahit),SemiBin_62_3,MGYG000001345,MGYG000001345_1,99.95,94.65,99.8,True
SR (megahit),SemiBin_62_31,MGYG000002612,MGYG000002612_1,99.82,69.48,96.7,True
SR (megahit),SemiBin_62_6,MGYG000001672,MGYG000001672_1,99.98,97.8,99.7,True
SR (megahit),SemiBin_63,MGYG000004081,MGYG000004081_1,99.99,93.52,99.31,True
SR (megahit),SemiBin_633,MGYG000001168,MGYG000001168_1,99.99,100.0,99.65,True
SR (megahit),SemiBin_63_1,MGYG000000394,MGYG000000394_1,99.99,98.82,99.97,True
SR (megahit),SemiBin_63_10,MGYG000002882,MGYG000002882_1,99.96,92.83,99.28,True
SR (megahit),SemiBin_643,MGYG000003217,MGYG000003217_1,99.98,99.43,99.95,True
SR (megahit),SemiBin_64_12,MGYG000001310,MGYG000001310_1,99.98,80.34,99.38,True
SR (megahit),SemiBin_64_33,MGYG000001556,MGYG000001556_1,100.0,91.37,99.06,True
SR (megahit),SemiBin_64_38,MGYG000000002,MGYG000000002_1,99.98,83.5,99.75,True
SR (megahit),SemiBin_64_9,MGYG000001764,MGYG000001764_1,100.0,88.15,96.56,True
SR (megahit),SemiBin_65_2,MGYG000000028,MGYG000000028_1,99.99,96.38,99.66,True
SR (megahit),SemiBin_65_25,MGYG000002164,MGYG000002164_1,99.99,96.34,99.94,True
SR (megahit),SemiBin_65_27,MGYG000003965,MGYG000003965_1,99.98,100.0,100.0,True
SR (megahit),SemiBin_65_29,MGYG000001380,MGYG000001380_1,99.98,83.11,95.93,True
SR (megahit),SemiBin_65_31,MGYG000002135,MGYG000002135_1,99.8,97.11,90.43,True
SR (megahit),SemiBin_65_8,MGYG000002969,MGYG000002969_1,99.98,99.92,100.0,True
SR (megahit),SemiBin_66_12,MGYG000000671,MGYG000000671_1,99.97,84.2,97.62,True
SR (megahit),SemiBin_66_16,MGYG000001493,MGYG000001493_1,99.99,84.73,99.76,True
SR (megahit),SemiBin_66_17,MGYG000004491,MGYG000004491_1,99.97,83.48,99.15,True
SR (megahit),SemiBin_66_25,MGYG000002274,MGYG000002274_1,99.99,79.45,99.42,True
SR (megahit),SemiBin_66_29,MGYG000004733,MGYG000004733_1,99.96,74.74,95.98,True
SR (megahit),SemiBin_66_31,MGYG000001334,MGYG000001334_1,99.97,92.08,99.43,True
SR (megahit),SemiBin_66_6,MGYG000000278,MGYG000000278_1,99.93,64.52,97.71,True
SR (megahit),SemiBin_67_1,MGYG000001328,MGYG000001328_1,99.98,98.35,98.61,True
SR (megahit),SemiBin_67_20,MGYG000000078,MGYG000000078_1,99.99,87.38,99.44,True
SR (megahit),SemiBin_67_34,MGYG000002233,MGYG000002233_1,99.97,86.24,97.52,True
SR (megahit),SemiBin_67_8,MGYG000002099,MGYG000002099_1,99.9,88.99,99.0,True
SR (megahit),SemiBin_680,MGYG000001062,MGYG000001062_1,99.98,99.67,99.74,True
SR (megahit),SemiBin_68_24,MGYG000000668,MGYG000000668_1,99.84,97.56,97.13,True
SR (megahit),SemiBin_68_6,MGYG000004402,MGYG000004402_1,99.97,99.22,99.9,True
SR (megahit),SemiBin_69_2,MGYG000004369,MGYG000004369_1,99.99,84.76,99.46,True
SR (megahit),SemiBin_69_25,MGYG000004562,MGYG000004562_1,99.99,99.67,100.0,True
SR (megahit),SemiBin_69_28,MGYG000002589,MGYG000002589_1,99.97,84.84,96.94,True
SR (megahit),SemiBin_69_31,MGYG000000369,MGYG000000369_1,99.98,95.65,99.04,True
SR (megahit),SemiBin_69_8,MGYG000001763,MGYG000001763_1,99.98,98.97,99.73,True
SR (megahit),SemiBin_6_30,MGYG000000016,MGYG000000016_1,99.98,94.96,98.72,True
SR (megahit),SemiBin_6_42,MGYG000001060,MGYG000001060_1,99.98,95.29,98.94,True
SR (megahit),SemiBin_70_2,MGYG000000722,MGYG000000722_1,99.98,99.71,97.78,True
SR (megahit),SemiBin_70_21,MGYG000000039,MGYG000000039_1,99.9,73.43,91.43,True
SR (megahit),SemiBin_70_30,MGYG000002438,MGYG000002438_1,100.0,91.44,99.97,True
SR (megahit),SemiBin_70_4,MGYG000000022,MGYG000000022_1,99.96,87.05,99.91,True
SR (megahit),SemiBin_70_9,MGYG000000171,MGYG000000171_1,99.94,65.87,93.98,True
SR (megahit),SemiBin_71_19,MGYG000001415,MGYG000001415_1,99.92,93.0,98.95,True
SR (megahit),SemiBin_71_31,MGYG000000038,MGYG000000038_1,99.98,80.42,99.03,True
SR (megahit),SemiBin_72_27,MGYG000004140,MGYG000004140_1,99.96,87.31,90.68,True
SR (megahit),SemiBin_72_3,MGYG000000282,MGYG000000282_1,99.96,89.62,99.1,True
SR (megahit),SemiBin_72_30,MGYG000002293,MGYG000002293_1,99.97,99.64,99.85,True
SR (megahit),SemiBin_739_1,MGYG000001151,MGYG000001151_1,99.98,99.75,99.92,True
SR (megahit),SemiBin_73_11,MGYG000004205,MGYG000004205_1,99.97,79.97,99.54,True
SR (megahit),SemiBin_73_17,MGYG000004513,MGYG000004513_1,99.98,99.02,98.55,True
SR (megahit),SemiBin_73_5,MGYG000001400,MGYG000001400_1,99.98,94.57,100.0,True
SR (megahit),SemiBin_73_9,MGYG000001379,MGYG000001379_1,99.99,88.15,100.0,True
SR (megahit),SemiBin_74_15,MGYG000002016,MGYG000002016_1,99.98,99.63,98.53,True
SR (megahit),SemiBin_74_27,MGYG000002782,MGYG000002782_1,99.99,96.36,98.86,True
SR (megahit),SemiBin_75_12,MGYG000002285,MGYG000002285_1,99.99,78.86,97.19,True
SR (megahit),SemiBin_75_2,MGYG000004617,MGYG000004617_1,99.97,99.58,98.45,True
SR (megahit),SemiBin_75_30,MGYG000002444,MGYG000002444_1,99.97,91.69,98.96,True
SR (megahit),SemiBin_75_6,MGYG000002175,MGYG000002175_1,99.99,99.66,100.0,True
SR (megahit),SemiBin_75_9,MGYG000001655,MGYG000001655_1,99.97,97.95,99.82,True
SR (megahit),SemiBin_76_25,MGYG000002061,MGYG000002061_1,99.95,86.49,98.29,True
SR (megahit),SemiBin_76_5,MGYG000002845,MGYG000002845_1,99.99,95.91,94.12,True
SR (megahit),SemiBin_77_1,MGYG000001314,MGYG000001314_1,99.99,84.47,99.63,True
SR (megahit),SemiBin_77_19,MGYG000000018,MGYG000000018_1,99.99,85.35,98.97,True
SR (megahit),SemiBin_77_27,MGYG000002544,MGYG000002544_1,99.99,99.54,99.73,True
SR (megahit),SemiBin_77_35,MGYG000004070,MGYG000004070_1,99.91,98.22,99.82,True
SR (megahit),SemiBin_78_19,MGYG000000185,MGYG000000185_1,99.76,89.51,98.93,True
SR (megahit),SemiBin_78_20,MGYG000002547,MGYG000002547_1,99.98,97.07,99.44,True
SR (megahit),SemiBin_78_9,MGYG000000148,MGYG000000148_1,99.99,83.55,97.14,True
SR (megahit),SemiBin_79_10,MGYG000004052,MGYG000004052_1,99.97,91.47,99.15,True
SR (megahit),SemiBin_79_23,MGYG000002680,MGYG000002680_1,99.97,84.13,97.6,True
SR (megahit),SemiBin_79_3,MGYG000001589,MGYG000001589_1,99.94,99.13,99.98,True
SR (megahit),SemiBin_80_1,MGYG000001402,MGYG000001402_1,99.99,86.46,99.5,True
SR (megahit),SemiBin_80_11,MGYG000000884,MGYG000000884_1,99.96,93.74,100.0,True
SR (megahit),SemiBin_80_7,MGYG000004250,MGYG000004250_1,99.92,94.01,98.31,True
SR (megahit),SemiBin_81_11,MGYG000000069,MGYG000000069_1,99.95,98.7,99.91,True
SR (megahit),SemiBin_81_13,MGYG000000263,MGYG000000263_1,99.99,80.2,99.33,True
SR (megahit),SemiBin_81_24,MGYG000000714,MGYG000000714_1,99.98,95.37,99.8,True
SR (megahit),SemiBin_81_28,MGYG000000089,MGYG000000089_1,99.99,81.73,99.62,True
SR (megahit),SemiBin_82,MGYG000001440,MGYG000001440_1,99.93,95.95,99.31,True
SR (megahit),SemiBin_82_20,MGYG000002478,MGYG000002478_1,100.0,88.44,99.9,True
SR (megahit),SemiBin_82_26,MGYG000000977,MGYG000000977_1,99.97,99.35,98.89,True
SR (megahit),SemiBin_83_13,MGYG000001803,MGYG000001803_1,99.89,99.0,99.98,True
SR (megahit),SemiBin_83_25,MGYG000000258,MGYG000000258_1,99.99,96.56,100.0,True
SR (megahit),SemiBin_83_27,MGYG000006745,MGYG000006745.fa_1,99.54,76.76,95.46,True
SR (megahit),SemiBin_84_2,MGYG000002619,MGYG000002619_1,99.28,70.99,86.46,True
SR (megahit),SemiBin_84_3,MGYG000002327,MGYG000002327_1,99.96,87.97,98.47,True
SR (megahit),SemiBin_84_5,MGYG000003686,MGYG000003686_1,99.75,66.77,99.81,True
SR (megahit),SemiBin_84_6,MGYG000000159,MGYG000000159_1,99.92,94.86,99.54,True
SR (megahit),SemiBin_84_9,MGYG000004246,MGYG000004246_1,99.97,75.7,99.74,True
SR (megahit),SemiBin_85_15,MGYG000000003,MGYG000000003_1,99.98,89.37,99.93,True
SR (megahit),SemiBin_85_19,MGYG000000377,MGYG000000377_1,99.98,87.94,95.72,True
SR (megahit),SemiBin_85_24,MGYG000002993,MGYG000002993_1,99.96,98.91,96.16,True
SR (megahit),SemiBin_85_3,MGYG000002602,MGYG000002602_1,99.98,99.09,100.0,True
SR (megahit),SemiBin_85_5,MGYG000001361,MGYG000001361_1,100.0,97.59,100.0,True
SR (megahit),SemiBin_86_1,MGYG000004014,MGYG000004014_1,99.88,97.21,99.65,True
SR (megahit),SemiBin_86_10,MGYG000000249,MGYG000000249_1,99.98,79.31,95.84,True
SR (megahit),SemiBin_86_22,MGYG000001502,MGYG000001502_1,99.95,75.35,94.01,True
SR (megahit),SemiBin_86_23,MGYG000002272,MGYG000002272_1,99.76,76.48,95.92,True
SR (megahit),SemiBin_86_9,MGYG000003940,MGYG000003940_1,99.99,96.68,99.39,True
SR (megahit),SemiBin_87_14,MGYG000000204,MGYG000000204_1,99.99,92.31,98.52,True
SR (megahit),SemiBin_87_21,MGYG000000715,MGYG000000715_1,99.99,89.07,94.55,True
SR (megahit),SemiBin_87_5,MGYG000000045,MGYG000000045_1,99.98,96.77,99.92,True
SR (megahit),SemiBin_88_3,MGYG000001023,MGYG000001023_1,99.94,99.11,99.26,True
SR (megahit),SemiBin_88_30,MGYG000001711,MGYG000001711_1,99.98,93.05,99.07,True
SR (megahit),SemiBin_89_15,MGYG000000212,MGYG000000212_1,99.97,70.77,96.66,True
SR (megahit),SemiBin_8_26,MGYG000001072,MGYG000001072_1,99.98,80.07,92.57,True
SR (megahit),SemiBin_8_31,MGYG000002304,MGYG000002304_1,99.95,70.35,99.11,True
SR (megahit),SemiBin_8_9,MGYG000002633,MGYG000002633_1,99.97,95.91,99.26,True
SR (megahit),SemiBin_90_18,MGYG000002152,MGYG000002152_1,99.96,91.27,98.53,True
SR (megahit),SemiBin_90_31,MGYG000001740,MGYG000001740_1,99.98,80.68,98.22,True
SR (megahit),SemiBin_90_4,MGYG000004570,MGYG000004570_1,99.98,92.38,99.46,True
SR (megahit),SemiBin_90_9,MGYG000004000,MGYG000004000_1,99.99,98.45,97.39,True
SR (megahit),SemiBin_91,MGYG000004644,MGYG000004644_1,99.98,97.03,99.94,True
SR (megahit),SemiBin_91_30,MGYG000002143,MGYG000002143_1,99.83,84.2,96.38,True
SR (megahit),SemiBin_91_8,MGYG000002396,MGYG000002396_1,100.0,98.07,100.0,True
SR (megahit),SemiBin_92_10,MGYG000004006,MGYG000004006_1,99.98,99.19,100.0,True
SR (megahit),SemiBin_92_16,MGYG000002105,MGYG000002105_1,99.99,95.86,99.34,True
SR (megahit),SemiBin_92_22,MGYG000000130,MGYG000000130_1,99.96,70.17,99.73,True
SR (megahit),SemiBin_92_29,MGYG000004317,MGYG000004317_1,99.98,90.14,99.34,True
SR (megahit),SemiBin_93_16,MGYG000000980,MGYG000000980_1,99.99,99.96,99.41,True
SR (megahit),SemiBin_93_2,MGYG000004581,MGYG000004581_1,99.89,93.4,99.66,True
SR (megahit),SemiBin_93_20,MGYG000000086,MGYG000000086_1,99.81,77.09,97.2,True
SR (megahit),SemiBin_93_7,MGYG000000077,MGYG000000077_1,99.98,89.12,99.73,True
SR (megahit),SemiBin_94_10,MGYG000001490,MGYG000001490_1,99.99,98.32,99.82,True
SR (megahit),SemiBin_94_13,MGYG000002930,MGYG000002930_1,99.98,99.62,98.61,True
SR (megahit),SemiBin_95_22,MGYG000002528,MGYG000002528_1,99.99,83.69,99.89,True
SR (megahit),SemiBin_95_23,MGYG000000534,MGYG000000534_1,99.99,93.15,99.28,True
SR (megahit),SemiBin_95_4,MGYG000001378,MGYG000001378_1,100.0,92.04,100.0,True
SR (megahit),SemiBin_96,MGYG000002351,MGYG000002351_1,99.99,86.62,98.78,True
SR (megahit),SemiBin_96_21,MGYG000000036,MGYG000000036_1,99.98,93.44,99.99,True
SR (megahit),SemiBin_97_13,MGYG000001164,MGYG000001164_1,99.86,75.98,99.6,True
SR (megahit),SemiBin_97_5,MGYG000002704,MGYG000002704_1,99.99,94.61,100.0,True
SR (megahit),SemiBin_98_19,MGYG000002616,MGYG000002616_1,99.9,98.44,99.89,True
SR (megahit),SemiBin_98_2,MGYG000003990,MGYG000003990_1,99.94,98.16,99.21,True
SR (megahit),SemiBin_98_22,MGYG000002292,MGYG000002292_1,99.99,84.59,99.29,True
SR (megahit),SemiBin_99_19,MGYG000000730,MGYG000000730_1,100.0,99.02,99.91,True
SR (megahit),SemiBin_9_15,MGYG000000029,MGYG000000029_1,99.88,81.36,97.19,True
SR (megahit),SemiBin_9_25,MGYG000000651,MGYG000000651_1,99.76,89.04,96.33,True
SR (megahit),,MGYG000000001,,0.0,,,False
SR (megahit),,MGYG000000004,,0.0,,,False
SR (megahit),,MGYG000000015,,0.0,,,False
SR (megahit),,MGYG000000020,,0.0,,,False
SR (megahit),,MGYG000000032,,0.0,,,False
SR (megahit),,MGYG000000034,,0.0,,,False
SR (megahit),,MGYG000000037,,0.0,,,False
SR (megahit),,MGYG000000040,,0.0,,,False
SR (megahit),,MGYG000000046,,0.0,,,False
SR (megahit),,MGYG000000047,,0.0,,,False
SR (megahit),,MGYG000000051,,0.0,,,False
SR (megahit),,MGYG000000059,,0.0,,,False
SR (megahit),,MGYG000000065,,0.0,,,False
SR (megahit),,MGYG000000066,,0.0,,,False
SR (megahit),,MGYG000000067,,0.0,,,False
SR (megahit),,MGYG000000070,,0.0,,,False
SR (megahit),,MGYG000000071,,0.0,,,False
SR (megahit),,MGYG000000073,,0.0,,,False
SR (megahit),,MGYG000000080,,0.0,,,False
SR (megahit),,MGYG000000088,,0.0,,,False
SR (megahit),,MGYG000000090,,0.0,,,False
SR (megahit),,MGYG000000093,,0.0,,,False
SR (megahit),,MGYG000000095,,0.0,,,False
SR (megahit),,MGYG000000096,,0.0,,,False
SR (megahit),,MGYG000000103,,0.0,,,False
SR (megahit),,MGYG000000107,,0.0,,,False
SR (megahit),,MGYG000000112,,0.0,,,False
SR (megahit),,MGYG000000114,,0.0,,,False
SR (megahit),,MGYG000000119,,0.0,,,False
SR (megahit),,MGYG000000120,,0.0,,,False
SR (megahit),,MGYG000000121,,0.0,,,False
SR (megahit),,MGYG000000123,,0.0,,,False
SR (megahit),,MGYG000000126,,0.0,,,False
SR (megahit),,MGYG000000129,,0.0,,,False
SR (megahit),,MGYG000000131,,0.0,,,False
SR (megahit),,MGYG000000135,,0.0,,,False
SR (megahit),,MGYG000000138,,0.0,,,False
SR (megahit),,MGYG000000149,,0.0,,,False
SR (megahit),,MGYG000000157,,0.0,,,False
SR (megahit),,MGYG000000160,,0.0,,,False
SR (megahit),,MGYG000000161,,0.0,,,False
SR (megahit),,MGYG000000162,,0.0,,,False
SR (megahit),,MGYG000000164,,0.0,,,False
SR (megahit),,MGYG000000168,,0.0,,,False
SR (megahit),,MGYG000000170,,0.0,,,False
SR (megahit),,MGYG000000173,,0.0,,,False
SR (megahit),,MGYG000000174,,0.0,,,False
SR (megahit),,MGYG000000175,,0.0,,,False
SR (megahit),,MGYG000000178,,0.0,,,False
SR (megahit),,MGYG000000181,,0.0,,,False
SR (megahit),,MGYG000000184,,0.0,,,False
SR (megahit),,MGYG000000198,,0.0,,,False
SR (megahit),,MGYG000000202,,0.0,,,False
SR (megahit),,MGYG000000213,,0.0,,,False
SR (megahit),,MGYG000000219,,0.0,,,False
SR (megahit),,MGYG000000220,,0.0,,,False
SR (megahit),,MGYG000000221,,0.0,,,False
SR (megahit),,MGYG000000236,,0.0,,,False
SR (megahit),,MGYG000000269,,0.0,,,False
SR (megahit),,MGYG000000274,,0.0,,,False
SR (megahit),,MGYG000000281,,0.0,,,False
SR (megahit),,MGYG000000285,,0.0,,,False
SR (megahit),,MGYG000000307,,0.0,,,False
SR (megahit),,MGYG000000312,,0.0,,,False
SR (megahit),,MGYG000000318,,0.0,,,False
SR (megahit),,MGYG000000322,,0.0,,,False
SR (megahit),,MGYG000000330,,0.0,,,False
SR (megahit),,MGYG000000339,,0.0,,,False
SR (megahit),,MGYG000000344,,0.0,,,False
SR (megahit),,MGYG000000345,,0.0,,,False
SR (megahit),,MGYG000000366,,0.0,,,False
SR (megahit),,MGYG000000367,,0.0,,,False
