sample,assembly,Name,Completeness,Contamination,Coding_Density,Contig_N50,Average_Gene_Length,Genome_Size,GC_Content,Total_Contigs,Max_Contig_Length
SAMEA3136660,Hybrid (hybridspades),SemiBin_42.fa,100.0,0.03,0.869,116609,300.3949343339587,2208255,0.52,24,257693
SAMEA3136660,Hybrid (hybridspades),SemiBin_43.fa,82.23,25.11,0.865,66174,274.4938101788171,4143200,0.32,90,257570
SAMEA3136660,Hybrid (hybridspades),SemiBin_44.fa,8.91,0.17,0.887,250411,259.336231884058,301600,0.37,3,250411
SAMEA3136660,Hybrid (hybridspades),SemiBin_45.fa,59.32,14.13,0.882,119090,324.6312655086849,2219419,0.43,26,233803
SAMEA3136660,Hybrid (hybridspades),SemiBin_46.fa,21.85,0.24,0.902,110984,307.4,622096,0.47,6,232549
SAMEA3136660,Hybrid (hybridspades),SemiBin_47.fa,9.14,0.01,0.847,228587,306.7109004739336,228587,0.4,1,228587
SAMEA3136660,Hybrid (hybridspades),SemiBin_48.fa,43.03,1.35,0.858,128068,338.6365663322185,1060038,0.6,10,225212
SAMEA3136660,Hybrid (hybridspades),SemiBin_49.fa,70.29,0.51,0.897,97498,305.9857074797523,2141952,0.46,34,222177
SAMEA3136660,Hybrid (hybridspades),SemiBin_5.fa,100.0,0.11,0.885,383956,311.4139504563233,3234013,0.41,19,729313
SAMEA3136660,Hybrid (hybridspades),SemiBin_50.fa,81.37,14.38,0.872,36331,304.2565069784987,2768835,0.6,200,199133
SAMEA3136660,Hybrid (hybridspades),SemiBin_51.fa,15.37,1.3,0.845,94032,202.1538461538462,799780,0.35,42,194246
SAMEA3136660,Hybrid (hybridspades),SemiBin_52.fa,14.38,0.03,0.863,191139,335.8628048780488,382157,0.41,3,191139
SAMEA3136660,Hybrid (hybridspades),SemiBin_53.fa,12.42,0.0,0.896,187846,342.8734567901234,371492,0.37,6,187846
SAMEA3136660,Hybrid (hybridspades),SemiBin_55.fa,18.11,0.03,0.885,98520,353.0732984293194,684955,0.47,8,184263
SAMEA3136660,Hybrid (hybridspades),SemiBin_56.fa,14.11,0.0,0.839,181937,247.6666666666666,249045,0.39,2,181937
SAMEA3136660,Hybrid (hybridspades),SemiBin_57.fa,8.26,0.02,0.83,124569,307.6304347826087,408387,0.42,3,180728
SAMEA3136660,Hybrid (hybridspades),SemiBin_58.fa,94.13,44.99,0.86,26347,299.0551278102864,3376813,0.58,230,173962
SAMEA3136660,Hybrid (hybridspades),SemiBin_59.fa,6.74,0.02,0.82,170656,283.4872611464968,325213,0.38,17,170656
SAMEA3136660,Hybrid (hybridspades),SemiBin_6.fa,86.13,0.01,0.908,658364,337.4299185597943,2596901,0.38,15,715562
SAMEA3136660,Hybrid (hybridspades),SemiBin_60.fa,14.02,0.12,0.881,106141,323.6918604651163,378626,0.6,7,160982
SAMEA3136660,Hybrid (hybridspades),SemiBin_61.fa,33.28,9.93,0.887,50414,343.0505952380952,1167678,0.43,31,158226
SAMEA3136660,Hybrid (hybridspades),SemiBin_62.fa,22.25,0.12,0.876,87857,309.0440165061898,767936,0.41,10,153042
SAMEA3136660,Hybrid (hybridspades),SemiBin_64.fa,71.12,2.05,0.849,42455,258.4783111625217,1571225,0.53,88,145315
SAMEA3136660,Hybrid (hybridspades),SemiBin_65.fa,13.12,0.51,0.864,62689,364.0641025641025,393909,0.55,8,144424
SAMEA3136660,Hybrid (hybridspades),SemiBin_66.fa,74.75,3.86,0.868,25250,251.0868661679136,2079298,0.34,130,141838
SAMEA3136660,Hybrid (hybridspades),SemiBin_67.fa,73.65,3.81,0.878,27365,270.1164309031556,2534402,0.5,145,137615
SAMEA3136660,Hybrid (hybridspades),SemiBin_68.fa,5.96,0.0,0.877,68870,314.203007518797,285013,0.49,5,136209
SAMEA3136660,Hybrid (hybridspades),SemiBin_7.fa,56.86,4.15,0.866,254430,341.7883771929825,2155876,0.43,15,660206
SAMEA3136660,Hybrid (hybridspades),SemiBin_70.fa,11.06,0.05,0.865,124396,328.4325,454399,0.45,6,129456
SAMEA3136660,Hybrid (hybridspades),SemiBin_71.fa,83.47,5.0,0.783,37341,230.2548314606741,1953941,0.5,90,120404
SAMEA3136660,Hybrid (hybridspades),SemiBin_73.fa,16.02,0.0,0.867,63285,311.5504385964912,490455,0.61,13,114512
SAMEA3136660,Hybrid (hybridspades),SemiBin_74.fa,75.1,0.07,0.848,22518,331.3331343283582,1961034,0.56,120,106213
SAMEA3136660,Hybrid (hybridspades),SemiBin_75.fa,18.55,0.03,0.868,59941,313.1034482758621,407170,0.52,9,105280
SAMEA3136660,Hybrid (hybridspades),SemiBin_76.fa,92.96,2.32,0.848,40156,281.1063291139241,2350131,0.55,95,104858
SAMEA3136660,Hybrid (hybridspades),SemiBin_77.fa,79.99,0.49,0.877,37343,269.1561051004637,1780981,0.47,74,104468
SAMEA3136660,Hybrid (hybridspades),SemiBin_78.fa,6.3,0.41,0.83,32677,252.1507537688443,361359,0.37,20,103546
SAMEA3136660,Hybrid (hybridspades),SemiBin_79.fa,7.14,0.0,0.87,56477,338.036866359447,252488,0.42,4,97574
SAMEA3136660,Hybrid (hybridspades),SemiBin_8.fa,72.37,14.84,0.906,102518,320.7240809582817,2566413,0.43,38,342142
SAMEA3136660,Hybrid (hybridspades),SemiBin_80.fa,92.03,0.38,0.876,28949,318.2642857142857,2739498,0.5,150,96051
SAMEA3136660,Hybrid (hybridspades),SemiBin_82.fa,8.74,0.54,0.864,75554,339.9926199261993,319206,0.46,8,92298
SAMEA3136660,Hybrid (hybridspades),SemiBin_84.fa,32.24,4.09,0.874,54875,283.6558505408063,987283,0.42,26,90326
SAMEA3136660,Hybrid (hybridspades),SemiBin_86.fa,7.87,0.04,0.825,49811,252.4241379310345,265319,0.45,22,85772
SAMEA3136660,Hybrid (hybridspades),SemiBin_87.fa,10.65,0.0,0.861,33389,306.6512345679012,345476,0.42,12,82612
SAMEA3136660,Hybrid (hybridspades),SemiBin_89.fa,62.28,1.52,0.887,17228,265.8362211221122,2170075,0.44,171,77867
SAMEA3136660,Hybrid (hybridspades),SemiBin_9.fa,72.97,34.05,0.891,100700,305.7390917186108,3461979,0.43,47,355178
SAMEA3136660,Hybrid (hybridspades),SemiBin_95.fa,9.24,0.0,0.806,25279,203.2696969696969,248587,0.3,18,68965
SAMEA3136660,Hybrid (hybridspades),SemiBin_99.fa,36.81,0.77,0.855,9174,197.1017897091723,1227741,0.48,256,62756
SAMEA3136660,LR (metaflye),SemiBin_0.fa,99.94,0.86,0.845,74919,262.5002621919245,1772375,0.39,35,137613
SAMEA3136660,LR (metaflye),SemiBin_1.fa,99.64,0.29,0.858,1706623,346.3241379310345,2278320,0.63,2,1706623
SAMEA3136660,LR (metaflye),SemiBin_10.fa,79.7,0.15,0.886,135884,321.334247828075,2374758,0.41,22,312757
SAMEA3136660,LR (metaflye),SemiBin_11.fa,59.71,0.0,0.901,81620,326.576726342711,1697937,0.38,32,147182
SAMEA3136660,LR (metaflye),SemiBin_12.fa,79.96,1.14,0.868,299425,310.6152542372881,1895213,0.34,7,358784
SAMEA3136660,LR (metaflye),SemiBin_13.fa,78.05,0.81,0.869,171345,327.6385542168675,2530966,0.45,16,338623
SAMEA3136660,LR (metaflye),SemiBin_14.fa,55.09,0.02,0.893,216218,315.4406779661017,874032,0.34,4,246255
SAMEA3136660,LR (metaflye),SemiBin_15.fa,41.28,0.54,0.852,548472,213.6653543307087,947631,0.36,2,548472
SAMEA3136660,LR (metaflye),SemiBin_16.fa,43.56,3.27,0.824,103298,258.7519902020821,1533441,0.33,22,276741
SAMEA3136660,LR (metaflye),SemiBin_17.fa,31.56,0.04,0.883,84725,337.9551954242135,1202111,0.47,16,182941
SAMEA3136660,LR (metaflye),SemiBin_18.fa,35.14,4.89,0.865,119231,284.4047447879224,1366927,0.41,12,231354
SAMEA3136660,LR (metaflye),SemiBin_19.fa,60.6,9.18,0.892,201705,298.5670498084291,2090728,0.43,14,402861
SAMEA3136660,LR (metaflye),SemiBin_2.fa,99.74,0.19,0.876,1369971,359.2949130714746,1908531,0.6,4,1369971
SAMEA3136660,LR (metaflye),SemiBin_20.fa,28.34,2.51,0.885,39235,322.8210526315789,829609,0.44,22,65459
SAMEA3136660,LR (metaflye),SemiBin_21.fa,46.95,12.17,0.858,148948,262.5998075998076,1896979,0.44,20,660814
SAMEA3136660,LR (metaflye),SemiBin_22.fa,36.34,1.81,0.805,37002,242.8616236162362,977215,0.55,32,90434
SAMEA3136660,LR (metaflye),SemiBin_23.fa,47.54,1.91,0.859,413426,237.9084406294707,1730531,0.46,6,464764
SAMEA3136660,LR (metaflye),SemiBin_24.fa,40.07,5.35,0.862,188379,289.0342565597668,1374452,0.45,12,216155
SAMEA3136660,LR (metaflye),SemiBin_25.fa,16.93,0.09,0.885,89002,283.8978260869565,440965,0.47,6,108608
SAMEA3136660,LR (metaflye),SemiBin_26.fa,17.83,0.97,0.829,23446,210.3954248366013,693974,0.51,28,81710
SAMEA3136660,LR (metaflye),SemiBin_27.fa,42.56,2.95,0.862,138390,324.0013513513513,1665913,0.43,12,257148
SAMEA3136660,LR (metaflye),SemiBin_28.fa,34.98,0.87,0.862,35491,293.8350168350169,908847,0.6,32,104146
SAMEA3136660,LR (metaflye),SemiBin_29.fa,39.51,2.34,0.861,87193,275.4144486692015,1256945,0.44,17,152106
SAMEA3136660,LR (metaflye),SemiBin_3.fa,85.92,0.22,0.877,353718,310.6351819757365,2448621,0.57,8,559417
SAMEA3136660,LR (metaflye),SemiBin_30.fa,54.8,0.03,0.867,73750,299.3596559812353,1322726,0.52,23,116749
SAMEA3136660,LR (metaflye),SemiBin_31.fa,32.73,0.17,0.844,63217,260.8516649848638,913568,0.54,19,155833
SAMEA3136660,LR (metaflye),SemiBin_32.fa,44.44,4.46,0.88,189330,307.2554233729881,1494206,0.44,13,252060
SAMEA3136660,LR (metaflye),SemiBin_33.fa,27.64,0.0,0.892,377834,334.0404797601199,748078,0.42,2,377834
SAMEA3136660,LR (metaflye),SemiBin_34.fa,11.33,0.0,0.83,310804,300.3066202090592,310804,0.59,1,310804
SAMEA3136660,LR (metaflye),SemiBin_35.fa,5.68,0.78,0.857,57523,263.7801724137931,213830,0.52,6,58900
SAMEA3136660,LR (metaflye),SemiBin_36.fa,33.22,1.82,0.866,25197,252.2539543057997,991168,0.33,47,54295
SAMEA3136660,LR (metaflye),SemiBin_37.fa,24.8,0.02,0.862,111816,334.1816367265469,581309,0.61,5,148137
SAMEA3136660,LR (metaflye),SemiBin_38.fa,33.61,3.8,0.861,462755,288.2635423006695,1645157,0.42,17,549500
SAMEA3136660,LR (metaflye),SemiBin_39.fa,31.72,0.04,0.881,85939,340.0341394025605,812713,0.34,11,113977
SAMEA3136660,LR (metaflye),SemiBin_4.fa,98.52,0.3,0.883,661127,313.0076948812312,3172700,0.41,7,729171
SAMEA3136660,LR (metaflye),SemiBin_40.fa,22.92,0.47,0.842,256265,320.0308823529411,774617,0.41,3,375059
SAMEA3136660,LR (metaflye),SemiBin_41.fa,20.68,0.5,0.913,440089,301.3932584269663,440089,0.32,1,440089
SAMEA3136660,LR (metaflye),SemiBin_42.fa,14.52,0.0,0.86,290431,339.8092783505155,458575,0.58,2,290431
SAMEA3136660,LR (metaflye),SemiBin_43.fa,11.63,0.0,0.878,67595,309.8821548821549,313857,0.41,5,100420
SAMEA3136660,LR (metaflye),SemiBin_44.fa,8.86,0.02,0.896,258286,313.1902834008097,258286,0.58,1,258286
SAMEA3136660,LR (metaflye),SemiBin_45.fa,12.74,0.01,0.867,70215,331.6829268292683,328831,0.6,5,79917
SAMEA3136660,LR (metaflye),SemiBin_46.fa,11.9,0.0,0.851,77963,302.7013698630137,388175,0.47,5,104783
SAMEA3136660,LR (metaflye),SemiBin_47.fa,19.03,0.13,0.75,84753,204.8867276887872,710622,0.59,13,219057
SAMEA3136660,LR (metaflye),SemiBin_48.fa,11.03,0.0,0.845,306112,326.9924242424242,306112,0.57,1,306112
SAMEA3136660,LR (metaflye),SemiBin_49.fa,12.7,0.0,0.837,71106,235.8289786223277,354111,0.38,5,91904
SAMEA3136660,LR (metaflye),SemiBin_5.fa,78.51,6.27,0.832,17915,300.539896373057,2087653,0.57,123,58324
SAMEA3136660,LR (metaflye),SemiBin_50.fa,11.25,0.0,0.822,400952,212.5374280230326,400952,0.44,1,400952
SAMEA3136660,LR (metaflye),SemiBin_51.fa,16.1,0.02,0.84,294728,307.083172147002,565347,0.59,3,294728
SAMEA3136660,LR (metaflye),SemiBin_52.fa,7.54,0.0,0.845,52429,304.4791666666667,206916,0.43,4,52986
SAMEA3136660,LR (metaflye),SemiBin_53.fa,8.15,0.0,0.826,26123,226.5067567567568,242268,0.53,10,46818
SAMEA3136660,LR (metaflye),SemiBin_54.fa,16.1,0.0,0.84,31709,236.3844221105528,334429,0.32,13,56145
SAMEA3136660,LR (metaflye),SemiBin_55.fa,10.35,0.08,0.836,122329,245.2543640897755,351002,0.59,3,129853
SAMEA3136660,LR (metaflye),SemiBin_56.fa,14.09,0.57,0.875,639119,354.884030418251,639119,0.43,1,639119
SAMEA3136660,LR (metaflye),SemiBin_57.fa,15.48,0.15,0.755,38315,170.0560072267389,738579,0.46,19,129488
SAMEA3136660,LR (metaflye),SemiBin_58.fa,31.29,0.43,0.859,120041,258.6508333333333,1078727,0.43,13,271387
SAMEA3136660,LR (metaflye),SemiBin_59.fa,25.8,0.59,0.82,112529,235.5308270676692,1139985,0.46,19,263687
SAMEA3136660,LR (metaflye),SemiBin_6.fa,91.33,3.27,0.828,169128,321.702144559174,2932142,0.38,25,311429
SAMEA3136660,LR (metaflye),SemiBin_60.fa,12.26,0.07,0.854,397508,366.7184466019418,397508,0.56,1,397508
SAMEA3136660,LR (metaflye),SemiBin_61.fa,10.83,0.0,0.889,186579,319.7598684210527,327091,0.4,2,186579
SAMEA3136660,LR (metaflye),SemiBin_62.fa,16.79,0.14,0.847,69289,237.4020618556701,647955,0.42,10,97187
SAMEA3136660,LR (metaflye),SemiBin_63.fa,10.1,0.01,0.895,14228,308.0029761904762,346252,0.62,23,27308
SAMEA3136660,LR (metaflye),SemiBin_64.fa,51.86,7.8,0.849,36038,272.4987834549879,1576899,0.6,60,88169
SAMEA3136660,LR (metaflye),SemiBin_65.fa,22.79,0.04,0.852,91003,252.6746835443038,700092,0.58,17,137052
SAMEA3136660,LR (metaflye),SemiBin_66.fa,11.31,0.09,0.809,50909,189.0665557404326,417324,0.42,10,98690
SAMEA3136660,LR (metaflye),SemiBin_67.fa,10.65,0.0,0.861,240409,248.3964285714286,240409,0.43,1,240409
SAMEA3136660,LR (metaflye),SemiBin_68.fa,13.69,0.15,0.892,312604,300.8935483870968,312604,0.44,1,312604
SAMEA3136660,LR (metaflye),SemiBin_69.fa,8.91,0.01,0.887,30397,285.1863799283154,268435,0.46,8,125364
SAMEA3136660,LR (metaflye),SemiBin_7.fa,76.74,1.74,0.866,558535,309.4818969913309,2097714,0.44,4,1022383
SAMEA3136660,LR (metaflye),SemiBin_70.fa,10.66,0.12,0.876,30829,296.0636363636364,222580,0.46,9,34178
SAMEA3136660,LR (metaflye),SemiBin_71.fa,32.57,12.1,0.841,27975,260.4782187802517,1911810,0.42,88,113726
SAMEA3136660,LR (metaflye),SemiBin_8.fa,81.96,0.71,0.891,752128,307.288501452885,2486279,0.37,6,906543
SAMEA3136660,LR (metaflye),SemiBin_9.fa,86.53,12.91,0.854,299496,313.7688304574089,4017603,0.41,38,468115
SAMEA3136660,SR (megahit),SemiBin_0.fa,69.23,3.74,0.908,6064,284.0674872665535,2206823,0.48,395,33422
SAMEA3136660,SR (megahit),SemiBin_1.fa,40.02,2.35,0.893,4536,241.3599828986746,1888568,0.5,430,22291
SAMEA3136660,SR (megahit),SemiBin_10.fa,6.6,0.06,0.842,7075,216.3429602888086,212434,0.43,33,48509
SAMEA3136660,SR (megahit),SemiBin_102.fa,38.41,5.72,0.864,50576,315.1705565529623,1216062,0.42,34,112981
SAMEA3136660,SR (megahit),SemiBin_103.fa,18.32,0.02,0.852,140000,271.3575581395349,655133,0.53,8,272239
SAMEA3136660,SR (megahit),SemiBin_105.fa,99.2,0.06,0.914,254869,328.2355324074074,1858342,0.37,12,566554
SAMEA3136660,SR (megahit),SemiBin_109.fa,17.61,0.03,0.873,97787,331.8070175438597,714207,0.44,13,309194
SAMEA3136660,SR (megahit),SemiBin_11.fa,83.51,0.33,0.873,12270,323.5196078431372,1926493,0.6,209,36098
SAMEA3136660,SR (megahit),SemiBin_110.fa,99.03,0.0,0.859,221849,333.9844703272324,2098865,0.58,11,422145
SAMEA3136660,SR (megahit),SemiBin_112.fa,86.67,0.01,0.884,152416,342.0918114143921,2802142,0.48,28,333865
SAMEA3136660,SR (megahit),SemiBin_113.fa,65.71,0.01,0.903,69894,340.9871944121071,1941962,0.42,40,144744
SAMEA3136660,SR (megahit),SemiBin_114.fa,99.78,0.55,0.878,191654,357.4586466165413,1947165,0.6,18,478861
SAMEA3136660,SR (megahit),SemiBin_117.fa,85.12,1.72,0.871,164929,318.2114754098361,2670565,0.43,20,325242
SAMEA3136660,SR (megahit),SemiBin_12.fa,32.17,0.36,0.915,4022,262.7494505494506,782081,0.42,190,14346
SAMEA3136660,SR (megahit),SemiBin_120.fa,99.71,0.04,0.878,265535,333.5840669014084,2585124,0.34,19,461694
SAMEA3136660,SR (megahit),SemiBin_124.fa,89.11,0.04,0.893,68859,332.6103777878926,2448471,0.42,49,277839
SAMEA3136660,SR (megahit),SemiBin_126.fa,15.04,0.38,0.879,50362,334.7188498402556,713825,0.52,29,113889
SAMEA3136660,SR (megahit),SemiBin_128.fa,7.5,0.0,0.866,25429,237.058968058968,333181,0.34,18,80611
SAMEA3136660,SR (megahit),SemiBin_139.fa,9.34,0.11,0.871,22512,292.2240802675585,299662,0.48,18,148836
SAMEA3136660,SR (megahit),SemiBin_14.fa,96.67,1.61,0.893,52409,308.3311004784689,2160304,0.47,64,135069
SAMEA3136660,SR (megahit),SemiBin_141.fa,15.73,0.05,0.868,69415,284.804,491106,0.43,11,126956
SAMEA3136660,SR (megahit),SemiBin_143.fa,84.67,0.44,0.874,330345,353.0623830318153,1938650,0.56,18,389308
SAMEA3136660,SR (megahit),SemiBin_144.fa,99.99,0.29,0.844,1110757,267.2906350914963,1760436,0.39,8,1110757
SAMEA3136660,SR (megahit),SemiBin_15.fa,5.23,0.07,0.869,6672,241.0881355932204,244303,0.5,42,24575
SAMEA3136660,SR (megahit),SemiBin_151.fa,10.89,0.02,0.831,146254,332.020725388601,231238,0.62,3,146254
SAMEA3136660,SR (megahit),SemiBin_153.fa,21.98,2.64,0.88,191765,311.1919770773639,739081,0.45,9,250277
SAMEA3136660,SR (megahit),SemiBin_16.fa,12.45,0.0,0.907,3341,272.0982367758186,356592,0.54,105,7330
SAMEA3136660,SR (megahit),SemiBin_163.fa,9.3,0.0,0.852,203986,301.0658682634731,353232,0.44,3,203986
SAMEA3136660,SR (megahit),SemiBin_17.fa,15.54,0.01,0.877,3196,263.1854838709677,445842,0.63,133,6958
SAMEA3136660,SR (megahit),SemiBin_171.fa,100.0,0.02,0.874,482729,307.2032834379527,2180593,0.52,7,710613
SAMEA3136660,SR (megahit),SemiBin_176.fa,96.29,0.16,0.908,130247,319.6902372262774,2312150,0.43,24,368247
SAMEA3136660,SR (megahit),SemiBin_18.fa,99.95,2.86,0.872,13401,280.7091802546348,4312917,0.51,448,60780
SAMEA3136660,SR (megahit),SemiBin_19.fa,62.31,1.32,0.909,5261,284.7845459672871,1663450,0.54,343,17457
SAMEA3136660,SR (megahit),SemiBin_197.fa,7.16,0.48,0.899,17407,273.1203007518797,241766,0.49,19,75111
SAMEA3136660,SR (megahit),SemiBin_2.fa,11.66,0.01,0.864,3174,256.6049766718507,572065,0.51,171,7970
SAMEA3136660,SR (megahit),SemiBin_22.fa,7.01,0.03,0.855,19238,250.1852678571429,391976,0.4,24,56641
SAMEA3136660,SR (megahit),SemiBin_23.fa,87.92,0.12,0.84,28636,324.6378155589902,2248047,0.57,124,107932
SAMEA3136660,SR (megahit),SemiBin_233.fa,6.17,0.0,0.852,33708,287.4047619047619,254423,0.41,10,43259
SAMEA3136660,SR (megahit),SemiBin_24.fa,72.04,0.0,0.883,25639,323.5659838018104,2303471,0.45,138,61224
SAMEA3136660,SR (megahit),SemiBin_25.fa,84.13,2.05,0.906,28247,315.587786259542,2459764,0.44,123,93294
SAMEA3136660,SR (megahit),SemiBin_27.fa,87.38,0.63,0.892,26424,322.4941508672852,2684430,0.5,157,70152
SAMEA3136660,SR (megahit),SemiBin_29.fa,96.56,2.72,0.888,34086,324.2881720430108,2544533,0.59,106,119035
SAMEA3136660,SR (megahit),SemiBin_30.fa,84.56,0.08,0.882,74126,329.860814742968,2310298,0.41,43,155348
SAMEA3136660,SR (megahit),SemiBin_31.fa,98.2,0.0,0.877,45538,344.00523138833,2920137,0.5,103,121562
SAMEA3136660,SR (megahit),SemiBin_34.fa,13.74,1.44,0.871,6350,252.4018867924528,918651,0.37,169,28496
SAMEA3136660,SR (megahit),SemiBin_35.fa,99.98,0.86,0.894,60052,307.8238130563798,2780273,0.37,56,281056
SAMEA3136660,SR (megahit),SemiBin_37.fa,95.97,2.39,0.885,30938,290.6101276245369,2387116,0.34,110,156315
SAMEA3136660,SR (megahit),SemiBin_39.fa,80.26,0.27,0.893,102122,319.2608473711077,2096637,0.42,34,218664
SAMEA3136660,SR (megahit),SemiBin_4.fa,8.59,0.23,0.847,4396,219.3215962441314,329491,0.42,77,14579
SAMEA3136660,SR (megahit),SemiBin_41.fa,5.03,0.04,0.899,4083,220.6069182389937,233386,0.5,57,13422
SAMEA3136660,SR (megahit),SemiBin_42.fa,82.96,5.33,0.874,85315,274.5184147317854,2346908,0.43,44,281348
SAMEA3136660,SR (megahit),SemiBin_429.fa,9.87,0.0,0.893,211007,358.9257142857143,211007,0.56,1,211007
SAMEA3136660,SR (megahit),SemiBin_43.fa,11.89,0.02,0.877,134443,300.9198396793587,512549,0.45,13,140261
SAMEA3136660,SR (megahit),SemiBin_44.fa,27.07,0.01,0.894,3519,255.0926517571885,535088,0.38,150,8063
SAMEA3136660,SR (megahit),SemiBin_442.fa,8.58,0.0,0.864,219128,313.0396039603961,219128,0.52,1,219128
SAMEA3136660,SR (megahit),SemiBin_45.fa,83.0,3.73,0.884,155816,321.9397348332664,2714861,0.44,36,214666
SAMEA3136660,SR (megahit),SemiBin_47.fa,79.04,0.06,0.871,36367,326.5748898678414,2041025,0.61,86,105520
SAMEA3136660,SR (megahit),SemiBin_49.fa,63.5,0.22,0.86,49230,326.5186092066601,2321062,0.42,73,169668
SAMEA3136660,SR (megahit),SemiBin_5.fa,70.63,0.14,0.884,19661,320.9298067141404,2137980,0.45,156,64227
SAMEA3136660,SR (megahit),SemiBin_50.fa,66.38,1.8,0.835,87909,283.9151251360174,1868805,0.55,31,181246
SAMEA3136660,SR (megahit),SemiBin_52.fa,98.88,0.57,0.852,17981,285.3472465801473,2863139,0.34,222,48188
SAMEA3136660,SR (megahit),SemiBin_55.fa,4.43,0.0,0.837,9751,224.8132295719844,206129,0.36,23,44555
SAMEA3136660,SR (megahit),SemiBin_56.fa,100.0,0.3,0.872,33648,314.662980209546,1856478,0.53,76,69723
SAMEA3136660,SR (megahit),SemiBin_6.fa,69.37,0.08,0.909,5594,297.3548387096774,2003859,0.44,379,19816
SAMEA3136660,SR (megahit),SemiBin_60.fa,18.69,0.0,0.881,3445,249.6062846580406,459567,0.31,131,8429
SAMEA3136660,SR (megahit),SemiBin_61.fa,86.24,0.54,0.902,149749,306.1021611001964,2584368,0.46,28,253806
SAMEA3136660,SR (megahit),SemiBin_63.fa,8.64,0.33,0.829,6478,195.0346740638003,506966,0.34,79,93879
SAMEA3136660,SR (megahit),SemiBin_64.fa,99.82,0.33,0.891,123279,318.1233742103307,2876631,0.42,49,405309
SAMEA3136660,SR (megahit),SemiBin_65.fa,87.92,0.0,0.905,217687,330.6023274478331,2726677,0.38,24,388913
SAMEA3136660,SR (megahit),SemiBin_67.fa,93.16,1.5,0.789,14295,270.7921946274708,2027126,0.5,193,41372
SAMEA3136660,SR (megahit),SemiBin_70.fa,96.91,0.02,0.877,143466,314.0928829915561,2668236,0.57,45,328081
SAMEA3136660,SR (megahit),SemiBin_71.fa,74.99,2.36,0.893,61007,327.7496402877698,2292149,0.43,55,150044
SAMEA3136660,SR (megahit),SemiBin_72.fa,98.12,8.87,0.899,95220,339.7449112169771,2613730,0.44,55,200127
SAMEA3136660,SR (megahit),SemiBin_73.fa,100.0,2.82,0.876,110610,301.2631276901004,3587457,0.31,56,262423
SAMEA3136660,SR (megahit),SemiBin_75.fa,22.07,3.4,0.885,57624,318.2351945854484,635883,0.43,22,76073
SAMEA3136660,SR (megahit),SemiBin_76.fa,79.04,0.58,0.906,78755,306.2109311740891,2498333,0.43,46,212503
SAMEA3136660,SR (megahit),SemiBin_77.fa,7.77,0.07,0.87,192021,249.8219584569733,289441,0.35,19,192021
SAMEA3136660,SR (megahit),SemiBin_8.fa,27.89,0.23,0.908,3587,271.8654467168999,832572,0.47,229,7607
SAMEA3136660,SR (megahit),SemiBin_80.fa,72.81,0.44,0.894,16355,297.6582349634626,1772607,0.61,159,62987
SAMEA3136660,SR (megahit),SemiBin_81.fa,84.23,0.19,0.866,121604,346.7597633136095,2027721,0.63,21,337705
SAMEA3136660,SR (megahit),SemiBin_82.fa,13.43,0.19,0.876,48453,258.5920577617329,734055,0.37,32,215659
SAMEA3136660,SR (megahit),SemiBin_83.fa,96.96,0.06,0.883,142847,308.1658558160106,2363705,0.59,36,680373
SAMEA3136660,SR (megahit),SemiBin_84.fa,26.94,7.94,0.887,133650,316.0419384902144,1144480,0.42,20,305965
SAMEA3136660,SR (megahit),SemiBin_85.fa,98.38,0.06,0.896,441740,323.5615346287992,2172755,0.34,10,536516
SAMEA3136660,SR (megahit),SemiBin_86.fa,97.5,12.13,0.888,97731,317.5675776862598,2861292,0.41,53,295856
SAMEA3136660,SR (megahit),SemiBin_9.fa,10.62,0.0,0.849,78604,342.3627906976744,259784,0.57,8,86495
SAMEA3136660,SR (megahit),SemiBin_92.fa,87.85,0.89,0.835,84608,319.4172947243157,2888926,0.38,53,196976
SAMEA3136660,SR (megahit),SemiBin_93.fa,82.99,1.12,0.866,77211,335.9766338079591,3183253,0.43,66,266137
SAMEA3136660,SR (megahit),SemiBin_97.fa,73.52,0.0,0.871,58023,335.553946053946,2311389,0.45,52,162338
SAMEA3136660,SR (megahit),SemiBin_98.fa,14.76,0.59,0.877,20437,278.1569664902999,538319,0.4,34,46981
SAMEA3136663,Hybrid (hybridspades),SemiBin_0.fa,100.0,60.23,0.872,2173887,354.1342981186686,4203498,0.6,20,2173887
SAMEA3136663,Hybrid (hybridspades),SemiBin_1.fa,12.74,0.0,0.847,86539,333.3811320754717,312719,0.6,4,148080
SAMEA3136663,Hybrid (hybridspades),SemiBin_10.fa,69.42,0.05,0.875,1026589,329.6700819672131,1101421,0.61,3,1026589
SAMEA3136663,Hybrid (hybridspades),SemiBin_102.fa,29.4,0.06,0.854,28450,337.065625,757290,0.56,37,63538
SAMEA3136663,Hybrid (hybridspades),SemiBin_103.fa,19.69,0.01,0.836,13987,329.5720250521921,566189,0.57,48,62918
SAMEA3136663,Hybrid (hybridspades),SemiBin_104.fa,74.34,3.24,0.866,21289,261.645346272607,2045915,0.57,151,61928
SAMEA3136663,Hybrid (hybridspades),SemiBin_105.fa,38.24,0.78,0.831,15139,203.8483309143686,1007176,0.48,123,61125
SAMEA3136663,Hybrid (hybridspades),SemiBin_106.fa,58.11,0.36,0.805,8612,224.8609576427256,1809794,0.51,266,59242
